bedrooms,built,createDate,energyColor,energyLabel,finnkode,isSold,lastUpdated,latitude,longitude,ownership,postNumber,primaryRoom,propertyType,rooms,totalPrice,usableArea
3,,2023-09-17T14:09:11.519+02:00,,,320033447,False,2023-11-13T10:34:55.872+01:00,58.9668,5.7624,Eier (Selveier),4014,74,Leilighet,4,5534010,76
1,,2023-09-17T14:09:11.519+02:00,,,320033447,True,2023-11-13T10:34:55.872+01:00,58.9668,5.7624,Eier (Selveier),4014,45,Leilighet,2,3221160,46
3,,2023-09-17T14:09:11.519+02:00,,,320033447,False,2023-11-13T10:34:55.872+01:00,58.9668,5.7624,Eier (Selveier),4014,75,Leilighet,4,5986720,80
2,,2023-09-17T14:09:11.519+02:00,,,320033447,False,2023-11-13T10:34:55.872+01:00,58.9668,5.7624,Eier (Selveier),4014,64,Leilighet,3,4781430,68
2,,2023-09-17T14:09:11.519+02:00,,,320033447,False,2023-11-13T10:34:55.872+01:00,58.9668,5.7624,Eier (Selveier),4014,64,Leilighet,3,4480680,68
1,,2023-09-17T14:09:11.519+02:00,,,320033447,True,2023-11-13T10:34:55.872+01:00,58.9668,5.7624,Eier (Selveier),4014,45,Leilighet,2,3171010,46
3,,2023-09-17T14:09:11.519+02:00,,,320033447,True,2023-11-13T10:34:55.872+01:00,58.9668,5.7624,Eier (Selveier),4014,75,Leilighet,4,5736690,80
3,,2023-09-17T14:09:11.519+02:00,,,320033447,False,2023-11-13T10:34:55.872+01:00,58.9668,5.7624,Eier (Selveier),4014,74,Leilighet,4,5634010,76
2,,2023-09-17T14:09:11.519+02:00,,,320033447,False,2023-11-13T10:34:55.872+01:00,58.9668,5.7624,Eier (Selveier),4014,64,Leilighet,3,4630680,68
3,,2023-09-17T14:09:11.519+02:00,,,320033447,True,2023-11-13T10:34:55.872+01:00,58.9668,5.7624,Eier (Selveier),4014,101,Leilighet,4,9196380,103
4,,2023-03-23T14:01:47.886+01:00,,,295973797,True,2023-11-11T02:38:31.503+01:00,58.8139,5.7439,Eier (Selveier),4324,203,Enebolig,7,62363,213
5,,2023-03-23T14:01:47.886+01:00,,,295973797,False,2023-11-11T02:38:31.503+01:00,58.8139,5.7439,Eier (Selveier),4324,208,Enebolig,8,8012362,227
4,,2023-03-23T14:01:47.886+01:00,,,295973797,False,2023-11-11T02:38:31.503+01:00,58.8139,5.7439,Eier (Selveier),4324,204,Enebolig,7,7712362,213
5,,2023-03-23T14:01:47.886+01:00,,,295973797,False,2023-11-11T02:38:31.503+01:00,58.8139,5.7439,Eier (Selveier),4324,208,Enebolig,8,7912362,227
3,,2023-09-17T14:09:11.519+02:00,,,320033447,False,2023-11-13T10:34:55.872+01:00,58.9668,5.7624,Eier (Selveier),4014,96,Leilighet,4,7794480,98
3,,2023-09-17T14:09:11.519+02:00,,,320033447,False,2023-11-13T10:34:55.872+01:00,58.9668,5.7624,Eier (Selveier),4014,101,Leilighet,4,8896380,103
2,,2023-09-17T14:09:11.519+02:00,,,320033447,False,2023-11-13T10:34:55.872+01:00,58.9668,5.7624,Eier (Selveier),4014,64,Leilighet,3,4780680,68
3,,2023-09-17T14:09:11.519+02:00,,,320033447,False,2023-11-13T10:34:55.872+01:00,58.9668,5.7624,Eier (Selveier),4014,75,Leilighet,4,5986740,80
2,,2023-09-17T14:09:11.519+02:00,,,320033447,True,2023-11-13T10:34:55.872+01:00,58.9668,5.7624,Eier (Selveier),4014,64,Leilighet,3,4480680,68
5,2024,2023-03-28T12:11:58.195+02:00,,,296628039,False,2023-05-08T02:16:30.978+02:00,58.9258370969955,5.72797156846012,Eier (Selveier),4020,212,Enebolig,7,14113842,217
3,,2022-06-15T07:55:54.364+02:00,Oransje,B,262228224,False,2023-10-26T10:00:27.125+02:00,58.9569579621257,5.59991894732451,Eier (Selveier),4058,139,Rekkehus,,5675000,190
3,,2022-06-15T07:55:54.364+02:00,Oransje,B,262228224,False,2023-10-26T10:00:27.125+02:00,58.9569579621257,5.59991894732451,Eier (Selveier),4058,137,Rekkehus,,5375000,186
3,,2022-06-15T07:55:54.364+02:00,Oransje,B,262228224,False,2023-10-26T10:00:27.125+02:00,58.9569579621257,5.59991894732451,Eier (Selveier),4058,139,Rekkehus,,5575000,189
3,,2023-06-19T14:22:54.558+02:00,,,307760478,True,2023-11-11T02:38:34.022+01:00,58.9124,5.7167,Eier (Selveier),4020,115,Rekkehus,5,75563,120
4,,2023-06-19T14:22:54.558+02:00,,,307760478,False,2023-11-11T02:38:34.022+01:00,58.9124,5.7167,Eier (Selveier),4020,153,Rekkehus,6,7719792,160
4,,2023-06-19T14:22:54.558+02:00,,,307760478,False,2023-11-11T02:38:34.022+01:00,58.9124,5.7167,Eier (Selveier),4020,153,Rekkehus,6,7518192,160
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,True,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,55,Leilighet,3,2957482,55
3,,2023-06-16T12:33:37.703+02:00,,,307405289,False,2023-10-27T14:14:12.406+02:00,59.0289,6.0568,Eier (Selveier),4104,142,Enebolig,5,6401616,151
4,,2022-02-23T15:37:38.385+01:00,,B,249350054,True,2023-11-07T15:35:42.502+01:00,58.7206953521576,5.66154132213603,Eier (Selveier),4345,120,Rekkehus,,4517500,120
4,,2022-02-23T15:37:38.385+01:00,,B,249350054,False,2023-11-07T15:35:42.502+01:00,58.7206953521576,5.66154132213603,Eier (Selveier),4345,120,Rekkehus,,4917500,120
4,,2022-02-23T15:37:38.385+01:00,,B,249350054,True,2023-11-07T15:35:42.502+01:00,58.7206953521576,5.66154132213603,Eier (Selveier),4345,120,Rekkehus,,4617500,120
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,True,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,69,Leilighet,3,6320212,69
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,True,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,90,Leilighet,3,8425048,94
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,90,Leilighet,3,8225048,94
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,True,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,53,Leilighet,3,4416995,53
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,True,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,102,Leilighet,3,8727447,106
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,83,Leilighet,4,5993956,88
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,55,Leilighet,3,4217482,55
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,True,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,101,Leilighet,3,9427271,105
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,69,Leilighet,3,5920212,69
3,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,240,Leilighet,6,27554669,246
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,True,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,90,Leilighet,3,8625048,94
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,90,Leilighet,3,7825048,94
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,69,Leilighet,3,6170212,69
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,101,Leilighet,3,9227330,106
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,True,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,90,Leilighet,3,8525048,94
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,90,Leilighet,3,8025048,94
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,69,Leilighet,3,6020212,69
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,101,Leilighet,3,9127330,106
3,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,162,Leilighet,4,18538250,162
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,101,Leilighet,3,9027330,106
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,True,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,55,Leilighet,3,4617541,55
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,101,Leilighet,3,8727330,106
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,68,Leilighet,3,5519959,68
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,58,Leilighet,3,4668048,58
3,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,90,Leilighet,4,7824229,90
3,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,80,Leilighet,4,7022923,83
3,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,80,Leilighet,4,6722923,83
1,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,True,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,51,Leilighet,2,3916702,51
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,True,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,102,Leilighet,3,9027388,106
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,True,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,55,Leilighet,3,4317482,55
3,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,117,Leilighet,4,14329631,117
4,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,True,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,135,Leilighet,4,14832965,135
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,68,Leilighet,3,5419959,68
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,102,Leilighet,3,8227466,106
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,55,Leilighet,3,3917502,55
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,102,Leilighet,3,8527447,106
3,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,80,Leilighet,4,6622923,83
3,,2022-04-25T13:14:56.358+02:00,,,256031341,False,2023-11-11T02:38:19.852+01:00,58.9998,5.7272,Eier (Selveier),4085,141,Rekkehus,5,6333612,141
3,,2022-04-25T13:14:56.358+02:00,,,256031341,False,2023-11-11T02:38:19.852+01:00,58.9998,5.7272,Eier (Selveier),4085,142,Rekkehus,5,6233612,146
3,,2022-04-25T13:14:56.358+02:00,,,256031341,True,2023-11-11T02:38:19.852+01:00,58.9998,5.7272,Eier (Selveier),4085,110,Rekkehus,4,68093,110
4,,2023-08-29T14:36:06.305+02:00,,B,317434562,False,2023-09-05T13:31:12.614+02:00,61.2533592945074,10.4363464476434,Eier (Selveier),2636,124,Enebolig,,5545092,150
5,,2023-09-05T20:00:39.054+02:00,,,318482646,False,2023-11-08T15:21:27.926+01:00,60.7773473976424,11.0956205920956,Eier (Selveier),2312,171,Enebolig,,8290000,186
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,True,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,68,Leilighet,3,5319959,68
3,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,80,Leilighet,4,6422923,83
4,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,True,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,130,Leilighet,5,15932107,130
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,115,Leilighet,3,13230274,121
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,53,Leilighet,3,4166995,53
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,64,Leilighet,3,5019120,64
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,75,Leilighet,3,6122026,78
3,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,90,Leilighet,4,7524229,90
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,True,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,59,Leilighet,3,5018750,62
3,,2022-12-21T14:29:00.297+01:00,,,285189371,False,2023-06-19T12:20:06.885+02:00,58.9032982003506,6.10481838208793,Eier (Selveier),4110,89,Tomannsbolig,4,3403670,98
3,,2022-12-21T14:29:00.297+01:00,,,285189371,True,2023-06-19T12:20:06.885+02:00,58.9032982003506,6.10481838208793,Eier (Selveier),4110,92,Tomannsbolig,4,3663670,99
2,,2023-03-24T10:20:48.644+01:00,,,296066807,False,2023-08-18T15:24:00.696+02:00,59.0225042468432,6.04080906178412,Eier (Selveier),4100,0,Leilighet,3,5201170,90
4,,2023-04-20T11:26:38.140+02:00,Oransje,B,299643678,False,2023-07-28T12:24:00.416+02:00,58.8441620823236,5.72134494781494,Eier (Selveier),4319,169,Enebolig,6,7807622,226
3,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,107,Leilighet,5,7878480,106
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,75,Leilighet,3,6422026,78
2,,2023-03-24T10:20:48.644+01:00,,,296066807,False,2023-08-18T15:24:00.696+02:00,59.0225042468432,6.04080906178412,Eier (Selveier),4100,0,Leilighet,3,7001170,108
2,,2023-03-24T10:20:48.644+01:00,,,296066807,False,2023-08-18T15:24:00.696+02:00,59.0225042468432,6.04080906178412,Eier (Selveier),4100,95,Leilighet,3,4861170,95
1,,2023-03-24T10:20:48.644+01:00,,,296066807,False,2023-08-18T15:24:00.696+02:00,59.0225042468432,6.04080906178412,Eier (Selveier),4100,0,Leilighet,2,2961170,61
2,,2023-03-24T10:20:48.644+01:00,,,296066807,False,2023-08-18T15:24:00.696+02:00,59.0225042468432,6.04080906178412,Eier (Selveier),4100,0,Leilighet,3,4301170,76
1,,2023-08-30T13:25:55.843+02:00,,,317581361,False,2023-10-23T19:28:30.061+02:00,61.31273998437,12.2675228118897,Eier (Selveier),2420,43,Leilighet,2,2362274,43
4,,2023-04-20T11:26:38.140+02:00,Oransje,B,299643678,False,2023-07-28T12:24:00.416+02:00,58.8441620823236,5.72134494781494,Eier (Selveier),4319,137,Enebolig,6,7437622,171
3,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,124,Leilighet,5,8481834,129
3,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,117,Leilighet,5,8320859,124
2,,2023-08-18T13:38:39.237+02:00,Mørkegrønn,C,315785641,False,2023-11-12T02:19:36.000+01:00,58.9187,5.7387,Andel,4020,83,Leilighet,4,6113956,88
2,,2023-03-24T10:20:48.644+01:00,,,296066807,False,2023-08-18T15:24:00.696+02:00,59.0225042468432,6.04080906178412,Eier (Selveier),4100,0,Leilighet,3,4101170,76
2,,2023-03-24T10:20:48.644+01:00,,,296066807,False,2023-08-18T15:24:00.696+02:00,59.0225042468432,6.04080906178412,Eier (Selveier),4100,89,Leilighet,3,5101170,90
3,,2022-08-31T13:52:55.264+02:00,,,271263601,True,2023-09-20T14:59:27.837+02:00,58.7273,5.6519,Eier (Selveier),4344,180,Enebolig,5,7856670,180
1,,2023-10-18T08:10:33.022+02:00,,,324663212,False,2023-10-18T09:52:55.064+02:00,59.5018814469245,5.59445588006597,Eier (Selveier),5574,30,Enebolig,,2115000,30
2,,2023-03-24T10:20:48.644+01:00,,,296066807,False,2023-08-18T15:24:00.696+02:00,59.0225042468432,6.04080906178412,Eier (Selveier),4100,0,Leilighet,3,4601170,95
2,,2023-06-20T09:56:56.339+02:00,,,307858969,False,2023-09-19T15:38:22.988+02:00,59.4178,5.3849,Andel,5563,90,Leilighet,3,4706492,90
3,,2022-08-31T13:52:55.264+02:00,,,271263601,False,2023-09-20T14:59:27.837+02:00,58.7273,5.6519,Eier (Selveier),4344,180,Enebolig,5,7501170,180
4,,2022-08-31T13:52:55.264+02:00,,,271263601,False,2023-09-20T14:59:27.837+02:00,58.7273,5.6519,Eier (Selveier),4344,180,Enebolig,6,7503670,180
3,,2023-04-21T12:23:22.019+02:00,,,299775713,False,2023-09-19T00:57:26.004+02:00,58.9381,5.7522,Eier (Selveier),4017,0,Rekkehus,,8041170,139
6,,2022-12-22T08:30:03.652+01:00,,B,285244855,True,2023-09-06T10:18:30.340+02:00,59.6541717250538,6.36541955845955,Eier (Selveier),4200,216,Tomannsbolig,,5460000,216
6,,2022-12-22T08:30:03.652+01:00,,B,285244855,False,2023-09-06T10:18:30.340+02:00,59.6541717250538,6.36541955845955,Eier (Selveier),4200,216,Tomannsbolig,,5460000,216
3,,2023-10-18T13:55:40.505+02:00,Lysegrønn,B,324709076,False,2023-10-19T09:20:30.906+02:00,59.5948022566197,5.5912124345953,Eier (Selveier),5568,86,Tomannsbolig,,2860000,102
2,,2023-09-18T17:46:48.594+02:00,,,320227371,True,2023-11-02T00:06:40.141+01:00,59.419069,5.446055,Andel,5570,111,Leilighet,,6055042,111
4,,2022-09-23T14:36:13.072+02:00,,,274136809,False,2023-11-11T02:26:15.852+01:00,58.9468,5.5819,Eier (Selveier),4056,166,Enebolig,7,7557342,166
5,,2022-09-23T14:36:13.072+02:00,,,274136809,False,2023-11-11T02:26:15.852+01:00,58.9468,5.5819,Eier (Selveier),4056,166,Enebolig,8,7557342,166
4,,2022-09-23T14:36:13.072+02:00,,,274136809,False,2023-11-11T02:26:15.852+01:00,58.9468,5.5819,Eier (Selveier),4056,164,Enebolig,7,7657342,169
2,,2023-06-20T09:56:56.339+02:00,,,307858969,False,2023-09-19T15:38:22.988+02:00,59.4178,5.3849,Andel,5563,95,Leilighet,3,5756492,95
2,,2023-06-20T09:56:56.339+02:00,,,307858969,False,2023-09-19T15:38:22.988+02:00,59.4178,5.3849,Andel,5563,90,Leilighet,3,4506492,90
3,,2023-06-20T09:56:56.339+02:00,,,307858969,True,2023-09-19T15:38:22.988+02:00,59.4178,5.3849,Andel,5563,171,Leilighet,5,9906492,177
3,,2023-04-21T12:23:22.019+02:00,,,299775713,False,2023-09-19T00:57:26.004+02:00,58.9381,5.7522,Eier (Selveier),4017,0,Rekkehus,,8001170,134
3,,2023-04-21T12:23:22.019+02:00,,,299775713,False,2023-09-19T00:57:26.004+02:00,58.9381,5.7522,Eier (Selveier),4017,0,Rekkehus,,7851170,170
3,,2023-04-21T12:23:22.019+02:00,,,299775713,False,2023-09-19T00:57:26.004+02:00,58.9381,5.7522,Eier (Selveier),4017,0,Rekkehus,,7901170,164
3,,2023-04-21T12:23:22.019+02:00,,,299775713,True,2023-09-19T00:57:26.004+02:00,58.9381,5.7522,Eier (Selveier),4017,0,Rekkehus,,8501170,165
3,,2023-04-21T12:23:22.019+02:00,,,299775713,False,2023-09-19T00:57:26.004+02:00,58.9381,5.7522,Eier (Selveier),4017,0,Rekkehus,,8041170,167
3,,2023-04-21T12:23:22.019+02:00,,,299775713,False,2023-09-19T00:57:26.004+02:00,58.9381,5.7522,Eier (Selveier),4017,0,Rekkehus,,7801170,174
4,,2023-04-21T12:23:22.019+02:00,,,299775713,False,2023-09-19T00:57:26.004+02:00,58.9381,5.7522,Eier (Selveier),4017,0,Rekkehus,,9001170,189
3,,2023-04-21T12:23:22.019+02:00,,,299775713,True,2023-09-19T00:57:26.004+02:00,58.9381,5.7522,Eier (Selveier),4017,0,Rekkehus,,8001170,164
3,,2023-04-21T12:23:22.019+02:00,,,299775713,False,2023-09-19T00:57:26.004+02:00,58.9381,5.7522,Eier (Selveier),4017,0,Rekkehus,,7701170,161
2,,2023-09-18T17:46:48.594+02:00,,,320227371,True,2023-11-02T00:06:40.141+01:00,59.419069,5.446055,Andel,5570,113,Leilighet,,6455042,113
2,,2023-09-18T17:46:48.594+02:00,,,320227371,True,2023-11-02T00:06:40.141+01:00,59.419069,5.446055,Andel,5570,113,Leilighet,,6505042,113
2,,2023-09-18T17:46:48.594+02:00,,,320227371,True,2023-11-02T00:06:40.141+01:00,59.419069,5.446055,Andel,5570,113,Leilighet,,6565042,113
2,,2023-09-18T17:46:48.594+02:00,,,320227371,True,2023-11-02T00:06:40.141+01:00,59.419069,5.446055,Andel,5570,85,Leilighet,,4645042,85
2,,2023-09-18T17:46:48.594+02:00,,,320227371,True,2023-11-02T00:06:40.141+01:00,59.419069,5.446055,Andel,5570,85,Leilighet,,4685042,85
2,,2023-09-18T17:46:48.594+02:00,,,320227371,True,2023-11-02T00:06:40.141+01:00,59.419069,5.446055,Andel,5570,85,Leilighet,,4805042,85
2,,2023-09-18T17:46:48.594+02:00,,,320227371,True,2023-11-02T00:06:40.141+01:00,59.419069,5.446055,Andel,5570,85,Leilighet,,4725042,85
2,,2023-09-18T17:46:48.594+02:00,,,320227371,True,2023-11-02T00:06:40.141+01:00,59.419069,5.446055,Andel,5570,111,Leilighet,,5955042,111
2,,2023-09-18T17:46:48.594+02:00,,,320227371,False,2023-11-02T00:06:40.141+01:00,59.419069,5.446055,Andel,5570,111,Leilighet,,6305042,111
2,,2023-09-18T17:46:48.594+02:00,,,320227371,False,2023-11-02T00:06:40.141+01:00,59.419069,5.446055,Andel,5570,111,Leilighet,,6365042,111
3,,2023-04-21T12:23:22.019+02:00,,,299775713,True,2023-09-19T00:57:26.004+02:00,58.9381,5.7522,Eier (Selveier),4017,0,Rekkehus,,8041170,139
3,,2023-04-21T12:23:22.019+02:00,,,299775713,True,2023-09-19T00:57:26.004+02:00,58.9381,5.7522,Eier (Selveier),4017,0,Rekkehus,,8301170,141
2,,2023-09-18T17:46:48.594+02:00,,,320227371,False,2023-11-02T00:06:40.141+01:00,59.419069,5.446055,Andel,5570,109,Leilighet,,6145042,109
2,,2023-09-18T17:46:48.594+02:00,,,320227371,False,2023-11-02T00:06:40.141+01:00,59.419069,5.446055,Andel,5570,111,Leilighet,,6245042,111
2,,2023-09-18T17:46:48.594+02:00,,,320227371,True,2023-11-02T00:06:40.141+01:00,59.419069,5.446055,Andel,5570,109,Leilighet,,6065542,109
4,,2023-08-19T16:43:22.443+02:00,,,315816399,False,2023-11-05T02:29:48.367+01:00,58.9452109865214,5.704734960366,Eier (Selveier),4021,239,Enebolig,,11778620,239
4,,2023-08-19T16:43:22.443+02:00,,,315816399,False,2023-11-05T02:29:48.367+01:00,58.9452109865214,5.704734960366,Eier (Selveier),4021,248,Enebolig,,11778620,248
3,,2023-06-19T10:18:49.778+02:00,,,307727643,False,2023-06-21T13:56:00.726+02:00,58.8285,5.7249,Eier (Selveier),4323,126,Leilighet,4,8213342,132
2,,2023-09-18T17:46:48.594+02:00,,,320227371,True,2023-11-02T00:06:40.141+01:00,59.419069,5.446055,Andel,5570,109,Leilighet,,5955542,109
2,,2023-09-18T17:46:48.594+02:00,,,320227371,True,2023-11-02T00:06:40.141+01:00,59.419069,5.446055,Andel,5570,109,Leilighet,,6005542,109
3,,2023-06-19T10:18:49.778+02:00,,,307727643,False,2023-06-21T13:56:00.726+02:00,58.8285,5.7249,Eier (Selveier),4323,126,Leilighet,4,8613342,132
2,,2023-06-19T10:18:49.778+02:00,,,307727643,False,2023-06-21T13:56:00.726+02:00,58.8285,5.7249,Eier (Selveier),4323,94,Leilighet,3,5807842,99
2,,2023-06-19T10:18:49.778+02:00,,,307727643,False,2023-06-21T13:56:00.726+02:00,58.8285,5.7249,Eier (Selveier),4323,94,Leilighet,3,6207842,99
2,,2023-06-19T10:18:49.778+02:00,,,307727643,False,2023-06-21T13:56:00.726+02:00,58.8285,5.7249,Eier (Selveier),4323,65,Leilighet,3,3602162,65
2,,2023-06-19T10:18:49.778+02:00,,,307727643,False,2023-06-21T13:56:00.726+02:00,58.8285,5.7249,Eier (Selveier),4323,109,Leilighet,3,7411192,119
2,,2023-06-19T10:18:49.778+02:00,,,307727643,False,2023-06-21T13:56:00.726+02:00,58.8285,5.7249,Eier (Selveier),4323,109,Leilighet,3,7811192,119
1,,2023-06-19T10:18:49.778+02:00,,,307727643,False,2023-06-21T13:56:00.726+02:00,58.8285,5.7249,Eier (Selveier),4323,60,Leilighet,2,3002162,65
2,,2023-06-19T10:18:49.778+02:00,,,307727643,False,2023-06-21T13:56:00.726+02:00,58.8285,5.7249,Eier (Selveier),4323,94,Leilighet,3,6507842,99
2,,2023-06-19T10:18:49.778+02:00,,,307727643,False,2023-06-21T13:56:00.726+02:00,58.8285,5.7249,Eier (Selveier),4323,109,Leilighet,3,7011192,119
4,,2023-09-15T09:29:12.669+02:00,Rød,B,319716449,False,2023-11-09T15:24:56.109+01:00,58.9467652852496,5.58366338870629,Eier (Selveier),4057,163,Rekkehus,,7226750,164
4,,2023-09-15T09:29:12.669+02:00,Rød,B,319716449,False,2023-11-09T15:24:56.109+01:00,58.9467652852496,5.58366338870629,Eier (Selveier),4057,163,Rekkehus,,6876750,166
