latitude,longitude,postNumber,totalPrice,usableArea
59.661,10.7947,1430,5116804,60
59.9517991470236,11.0716352188604,2004,0,0
60.5563048456413,5.27162203456012,5916,3640000,90
58.3712,8.6373,4885,3888250,77
60.7743,10.6347,2827,3266342,85
58.923807161227,5.72451858187769,4018,10612175,179
69.6493,18.9082,9013,7187453,92
60.6289557008137,6.41510635796398,5700,3979306,62
59.9098571608487,10.8252548343076,0667,9324156,99
59.95,10.9882,1464,11693212,204
58.7708483028916,5.63035321551847,4350,0,0
58.1435,8.022,4632,20451170,189
59.159236564646,10.222372380479,3225,4675187,77
58.8671163958256,5.73970157781265,4307,7937592,136
58.5046011633111,8.6465030039161,4820,1877420,0
59.1587360924317,10.2227050396801,3225,4050834,76
59.1422119906529,11.4059431087085,1785,0,97
60.9346836891975,10.7034723167042,2390,3005838,58
60.0965028658022,12.3216064236967,2224,2909800,78
59.1273546394717,9.65215511976239,3925,6306132,166
63.379704,10.350884,7099,3056224,43
63.4445,10.4345,7040,4198572,52
58.3216158366295,6.97521245777151,4480,3215186,89
60.6888910346272,10.618715536103,2840,3439002,89
61.2910529457891,4.63356963810154,6987,3590000,114
61.1304,10.4803,2618,7441962,123
58.8156,5.7014,4320,5335592,151
63.43671,10.457115,7044,0,0
59.1014684717614,10.8750809919077,1684,5628750,159
61.3635006846907,5.40031556133291,6963,5259187,105
60.6285126289514,6.43682950351104,5705,0,0
59.7584268441647,10.1296553858755,3028,6143295,110
59.8546434812188,10.4692732626763,1395,15026369,204
63.7257412108342,9.70633506774903,7140,5338438,146
63.1993111538989,10.3038883209229,7234,2901872,64
59.4944,8.2009,3891,3251342,76
60.2158,5.5158,5211,4397003,136
59.9229,10.6849,0276,9458436,69
58.4018915546974,8.68331909179688,4823,4792920,115
58.4566981915608,8.81709650025534,4818,1992027,49
58.2403329598851,8.3446110380091,4790,3074842,68
61.9324896164578,5.11001586914063,6700,3929675,79
63.9220246043916,11.4290070902732,7710,4199142,140
59.7409363943607,10.6022535085122,1454,5209005,86
60.7029232174281,5.32624465264746,5957,1843750,42
60.2864238682487,5.30261680943893,5239,13063842,181
61.6,9.7401,2640,3906170,72
63.4003,10.4139,7033,0,0
59.8969,10.612,1364,14105090,99
58.7207,9.2095,4950,2173290,51
58.0805878803394,7.85986861324082,4643,5976372,185
60.7113274115208,11.209115036515,2335,0,0
63.4672236372117,10.9389142238502,7500,3724141,57
60.779,11.243,2344,0,0
63.48327756406,10.8980100743062,7512,7251170,162
59.2723,11.164,1738,4337877,95
58.509350547732,8.66107907402397,4820,2332592,68
58.7756,5.8748,4331,4169970,107
59.9468,11.0253,2005,6915438,82
58.7207,9.2094,4950,2936955,82
64.4653977004714,12.31489112532,7870,3451960,72
,,0477,8513594,71
60.1667115422316,10.3451937385552,3514,8027592,184
61.4789973019268,6.05617046356201,6847,4435100,144
59.7558349259601,10.8416501508491,1405,6268900,76
60.0152153644518,11.2352569965244,1923,0,0
59.4480320041942,10.6789731932467,1534,10970753,105
60.24887388634,11.6907406170494,2100,4901250,137
60.7368457303785,11.2918625128535,2334,4641831,81
59.8557,10.4687,1395,9462304,172
59.21,10.9302,1671,5615028,69
64.8497762579301,11.2080288528142,7900,3312538,68
60.1693112676464,5.34419966847519,5218,0,0
60.083949416515,10.0903178769759,3533,2721520,68
59.3151921125269,11.1592769622803,1734,4804375,156
58.9461952475105,5.58304540604113,4057,6181000,148
59.2102,10.9302,1671,5312308,66
58.1581,8.0139,4631,8426170,105
60.7177747927818,11.1923272393095,2335,3146223,58
58.0238,7.4578,4515,5131341,76
62.8943100776509,7.67923808330166,6631,3565030,78
58.9821,5.6141,4073,6976170,145
58.7047695621201,9.18954849243164,4956,6034929,95
63.3879823158021,10.3265674132154,7026,5593362,73
59.8005,10.6134,1458,0,0
62.463696,6.346461,6010,5912451,81
69.0645016377055,18.5150951444014,9325,5990000,208
61.4908993985231,6.10800452382505,6847,3255894,71
59.0231093665454,6.05115698162973,4100,4875000,140
59.7577678315939,10.1423586554944,3025,6998804,86
58.0904,6.803,4550,6305047,99
59.5517,11.3285,1850,4793333,76
59.2548555804459,10.9141187556303,1615,8236377,140
62.5903380612101,9.68062097287311,7340,3653667,67
59.0158,6.047,4100,3657009,90
69.6115,18.9414,9020,5056749,66
60.2706,11.1809,2070,4475369,94
61.2425029292518,10.4464804846595,2636,3684115,78
59.8558,10.4693,1395,9912304,172
58.1518140820506,8.07648618300804,4638,6340824,98
58.7247065349355,5.63887165011325,4340,4181425,125
59.4336,10.6656,1530,4549122,74
59.671684805617,9.65827414884679,3613,0,0
62.4109918195542,6.55314515971479,6230,3844915,71
63.8754294348507,11.2630278381436,7670,4027170,84
63.8754294348507,11.2630278381436,7670,5535850,162
58.7796847672962,5.72079850472913,4355,6878833,127
